Origin,Dest,Delay_Probability
BOS,JAX,0.07933444259567389
BOS,LGA,0.20012555928411632
BOS,MEM,0.029958677685950414
BOS,MIA,0.12787354409317805
BOS,MKE,0.08099699021820916
BOS,MSY,0.04492512479201331
BOS,MTJ,0.06666666666666667
BOS,OMA,0.0
BOS,ORF,0.020198019801980195
BOS,PBI,0.06319488817891374
BOS,PIT,0.09955518580144204
BOS,RDU,0.13605657237936775
BOS,RSW,0.09061564059900168
BOS,SAT,0.009673202614379085
BOS,SMF,0.0370625
BOS,STL,0.043348294434470386
BOS,TPA,0.15734166666666666
BOS,BUR,0.02282442748091603
BOS,BGR,0.0
BOS,TVC,0.0
BOS,ACK,0.0962719298245614
BOS,MVY,0.02010204081632653
BOS,MYR,0.048252767527675273
BOS,BUF,0.04930555555555556
BOS,GRR,0.00951923076923077
BOS,GSP,0.0
BOS,HPN,0.06916666666666667
BOS,MDT,0.04872514619883041
BOS,MSN,0.0
BOS,PNS,0.0
BOS,PSP,0.0
BOS,RIC,0.11762731481481484
BOS,ROC,0.07064185814185814
BOS,SAV,0.020277777777777777
BOS,SBN,0.0
BOS,SYR,0.03789044289044289
BOS,TYS,0.004170403587443946
BOS,ACY,0.0
BPT,DFW,0.16823642172523962
BQK,ATL,0.0830111821086262
BRD,MSP,0.08497124600638978
BRO,DFW,0.16875201582230337
BRO,DEN,0.0
BRO,IAH,0.09510117145899893
BRO,ORD,0.0
BTM,SLC,0.10482428115015975
BTR,DFW,0.2779207801811795
BTR,ATL,0.12360205213533002
BTR,AUS,0.0
BTR,IAH,0.1348430393788131
BTR,LAS,0.0
BTR,LAX,0.0
BTR,MCO,0.0
BTR,CLT,0.140902107598447
BTR,DCA,0.021142857142857144
BTR,TYS,0.0
BUR,DFW,0.06584927536231884
BUR,ATL,0.008928571428571428
BUR,AUS,0.008045977011494253
BUR,DAL,0.016074380165289257
BUR,DEN,0.06526622296173046
BUR,HOU,0.006244249394673123
BUR,JFK,0.04935684647302904
BUR,LAS,0.0908810316139767
BUR,MCI,0.0
BUR,MDW,0.009704457364341086
BUR,OAK,0.020569883527454244
BUR,PDX,0.03571388888888889
BUR,PHX,0.05531780366056572
BUR,SEA,0.06669190238491404
BUR,SFO,0.0785160202360877
BUR,SJC,0.024692179700499167
BUR,SLC,0.17089930555555555
BUR,ABQ,0.0
BUR,BNA,0.011796407185628742
BUR,BOS,0.01455470737913486
BUR,FLL,0.0
BUR,MSY,0.0
BUR,RNO,0.0
BUR,SAT,0.0
BUR,SMF,0.024193011647254577
BUR,STL,0.0
BUR,BOI,0.016767241379310342
BUR,STS,0.0
BUR,EUG,0.0
BWI,DFW,0.12626178591236828
BWI,ATL,0.13114808652246254
BWI,AUS,0.054322916666666665
BWI,DAL,0.06668885191347754
BWI,DEN,0.1229783693843594
BWI,HOU,0.05321464226289518
BWI,IAH,0.061337308347529804
BWI,JFK,0.09162442396313364
BWI,LAS,0.08393233499722685
BWI,LAX,0.08195784803105935
BWI,MCI,0.036836106489184686
BWI,MCO,0.18633111480865222
BWI,MDW,0.09146505823627288
BWI,MSP,0.05548530227398779
BWI,OAK,0.02437714584266308
BWI,ORD,0.12863897763578275
BWI,PDX,0.08345588235294117
BWI,PHX,0.0445008319467554
BWI,SAN,0.03033783783783784
BWI,SEA,0.060937500000000006
BWI,SFO,0.0395022026431718
BWI,SJC,0.018677083333333334
BWI,SLC,0.01973154362416107
BWI,CLT,0.140328618968386
BWI,DTW,0.08050194120909594
BWI,PHL,0.08918918918918918
BWI,ABQ,0.01881610576923077
BWI,BDL,0.0764559068219634
BWI,BNA,0.07589988907376595
BWI,BOS,0.15354825291181365
BWI,CHS,0.048690095846645375
BWI,CLE,0.041089850249584024
BWI,CMH,0.045881863560732115
BWI,CVG,0.055596228508042154
BWI,EWR,0.097
BWI,FLL,0.13008319467554078
BWI,IND,0.055837493067110375
BWI,JAX,0.05334997226844149
BWI,LGA,0.06063218390804598
BWI,MEM,0.0087683284457478
BWI,MIA,0.08799766491535319
BWI,MKE,0.04492831392124237
BWI,MSY,0.0513075429839157
BWI,ORF,0.0707348863006101
BWI,PBI,0.05433439829605964
BWI,PIT,0.0418801996672213
BWI,RDU,0.05839600665557405
BWI,RSW,0.05957986688851913
BWI,SAT,0.02274542429284526
BWI,SMF,0.03883223684210526
BWI,STL,0.05937881308929562
BWI,TPA,0.1079118136439268
BWI,MYR,0.059401041666666675
BWI,ALB,0.06451388888888888
BWI,BUF,0.07170138888888888
BWI,GRR,0.007368055555555555
BWI,GSP,0.019461805555555555
BWI,ISP,0.039803240740740736
BWI,JAN,0.024181184668989546
BWI,PWM,0.044722222222222226
BWI,RIC,0.0
BWI,ROC,0.059739583333333325
BWI,SAV,0.02017361111111111
BWI,SYR,0.043628536285362854
BWI,TYS,0.0
BWI,MHT,0.0685792824074074
BWI,COS,0.02857142857142857
CAK,ATL,0.04811188811188811
CAK,IAH,0.05147582697201018
CAK,MCO,0.03449826989619377
CAK,ORD,0.0626304579339723
CAK,CLT,0.06411341853035145
CAK,PHL,0.04833333333333334
CAK,DCA,0.018904761904761903
CAK,EWR,0.02954198473282443
CAK,IAD,0.018256880733944953
CAK,LGA,0.0225
CAK,RSW,0.017241379310344827
CAK,TPA,0.018055555555555554
CDC,SLC,0.07516245487364621
CHO,ATL,0.10592119275825347
CHO,ORD,0.0741299112801014
CHO,CLT,0.125167731629393
CHO,PHL,0.0718105298457411
CHO,IAD,0.0679499467518637
CHO,LGA,0.16966257668711657
CHS,DFW,0.07523961661341852
CHS,ATL,0.04325878594249201
CHS,BWI,0.013546325878594249
CHS,DAL,0.025412186379928314
CHS,DEN,0.037709090909090914
CHS,HOU,0.012154471544715448
CHS,IAH,0.051832797427652726
CHS,JFK,0.04172790202342918
CHS,LAX,0.0
CHS,MCI,0.0
CHS,MDW,0.01814696485623003
CHS,MSP,0.0
CHS,ORD,0.03987220447284345
CHS,SEA,0.021017543859649122
CHS,CLT,0.08675718849840255
CHS,DTW,0.030233644859813082
CHS,PHL,0.08884984025559106
CHS,BNA,0.024105431309904155
CHS,BOS,0.024952076677316297
CHS,CLE,0.0
CHS,CMH,0.0
CHS,CVG,0.0076045627376425855
CHS,DCA,0.03644518272425249
CHS,EWR,0.03858131487889273
CHS,FLL,0.007462406015037593
CHS,IAD,0.038450479233226836
CHS,IND,0.010520833333333333
CHS,LGA,0.12398863636363638
CHS,MIA,0.02596091205211726
CHS,MKE,0.0
CHS,PIT,0.022388059701492536
CHS,RDU,0.05555555555555555
CHS,STL,0.029264705882352943
CHS,TTN,0.014705882352941176
CHS,LCK,0.01834355828220859
CHS,BLV,0.0
CIU,MSP,0.04295527156549521
CIU,DTW,0.06185303514376997
CKB,ORD,0.03571801308382777
CKB,IAD,0.015023961661341855
CLE,DFW,0.09457330375300425
CLE,ATL,0.07846921797004992
CLE,AUS,0.0
CLE,BWI,0.02620354963948974
CLE,DAL,0.0
CLE,DEN,0.05233668341708543
CLE,HOU,0.0
CLE,IAH,0.061357918810749
CLE,JFK,0.0927952182952183
CLE,LAS,0.03847269624573379
CLE,LAX,0.030238341968911914
CLE,MCO,0.07756516916250693
CLE,MDW,0.027989462007764834
CLE,MSP,0.14387021630615643
CLE,ORD,0.09701544195953142
CLE,PHX,0.03717632027257241
CLE,SAN,0.0
CLE,SEA,0.011194029850746268
CLE,SFO,0.016860465116279068
CLE,SLC,0.0
CLE,CLT,0.08352745424292846
CLE,DTW,0.1483300055463117
CLE,PHL,0.03815307820299501
CLE,BDL,0.017241379310344827
CLE,BNA,0.025806988352745423
CLE,BOS,0.0917936772046589
CLE,CHS,0.007575757575757576
CLE,CMH,0.0
CLE,CVG,0.0
CLE,DCA,0.04499999999999999
CLE,EWR,0.06761824324324324
CLE,FLL,0.03744915254237288
CLE,IAD,0.05005058572949946
CLE,JAX,0.01020618556701031
CLE,LGA,0.11271304347826087
CLE,MIA,0.028814650059311983
CLE,MKE,0.0
CLE,MSY,0.0
CLE,ORF,0.0
CLE,PBI,0.013333333333333334
CLE,PIT,0.0
CLE,RDU,0.006134969325153374
CLE,RSW,0.04846666666666667
CLE,STL,0.017174052665382147
CLE,TPA,0.06531599552572707
CLE,APN,0.0
CLE,MYR,0.01623563218390805
CLE,PNS,0.0
CLE,SAV,0.0
CLL,DFW,0.1667720979765708
CLL,IAH,0.04961395101171459
CLT,DFW,0.23508676016163535
CLT,ATL,0.2324001663893511
CLT,AUS,0.15085476586641314
CLT,BWI,0.1977412645590682
CLT,DAL,0.015897236394557823
CLT,DEN,0.17673044925124792
CLT,HOU,0.011726333333333333
CLT,IAH,0.19257348863006102
CLT,JFK,0.19276871880199667
CLT,LAS,0.1677759290072102
CLT,LAX,0.18098280643372158
CLT,MCI,0.10972823072656682
CLT,MCO,0.25020354963948976
CLT,MDW,0.03345958702064897
CLT,MSP,0.16334719911259013
CLT,ORD,0.17272523961661343
CLT,PDX,0.10210820199966107
CLT,PHX,0.16263311148086523
CLT,SAN,0.11779256794231836
CLT,SEA,0.13915555555555556
CLT,SFO,0.16447642817526345
CLT,SJC,0.0
CLT,SLC,0.08707941834451902
CLT,SNA,0.1316075650118203
CLT,DTW,0.17928868552412647
CLT,PHL,0.21398086522462562
CLT,AEX,0.08759493670886076
CLT,AGS,0.1985543130990415
CLT,AVP,0.13824281150159742
CLT,BDL,0.15768774265113697
CLT,BNA,0.1900804215196894
CLT,BOS,0.2122920133111481
CLT,BTR,0.14487520798668885
CLT,CAK,0.17188498402555913
CLT,CHO,0.2289297124600639
CLT,CHS,0.17159744408945685
CLT,CLE,0.15601497504159734
CLT,CMH,0.18642928452579036
CLT,CRW,0.2309904153354633
CLT,CSG,0.0
CLT,CVG,0.21735302273987797
CLT,DAB,0.18361952301719353
CLT,DCA,0.19534803105934553
CLT,EVV,0.09450479233226837
CLT,EWN,0.22091054313099046
CLT,EWR,0.24018302828618968
CLT,FAY,0.2046698615548456
CLT,FLL,0.17387687188019965
CLT,FNT,0.09769547325102881
